Date,Particulars,Vch Type,Vch No.,Debit Amount,Credit Amount
,HDFC Bank,,,58750.00 Dr,
22-05-2026,Khandelwal Kirana  Store - Nindar,Sales,3593/2026-27,31600,
,Sales Account,,,,31600.00 Cr
22-05-2026,Arihant  Kumar Rahul Kumar  Medta Seety - S,Sales,3594/2026-27,242110,
,Sales Account,,,,242110.00 Cr
22-05-2026,Ram Singh Rajawat,Purchase,49,,58069
,Purchase Account,,,58069.00 Dr,
22-05-2026,Agri Channel Overseas,Purchase,50,,592860
,Purchase Account,,,564629.00 Dr,
,CGST-Tax,,,14115.50 Dr,
,SGST-Tax,,,14115.50 Dr,
23-05-2026,Wages Expenses A/C,Payment,169,7650,
,Cash,,,,7650.00 Cr
23-05-2026,Tour & Travel,Payment,170,2150,
,Cash,,,,2150.00 Cr
23-05-2026,Tarachand Ji -Yadav Khejroli,Receipt,245,,30000
,HDFC Bank,,,30000.00 Dr,
23-05-2026,Ishwar and Company Surajpool,Receipt,246,,94500
,HDFC Bank,,,94500.00 Dr,
23-05-2026,Goras Pashu Aahar - Udyog,Receipt,247,,243000
,HDFC Bank,,,243000.00 Dr,
23-05-2026,Ishwar and Company Surajpool,Sales,3595/2026-27,88750,
,Sales Account,,,,88750.00 Cr
23-05-2026,Ankit Trading Company Fulera,Sales,3596/2026-27,68858,
,Sales Account,,,,68858.00 Cr
23-05-2026,Sadha Shiv Jyotiling Mahadav Mandir,Sales,3597/2026-27,58800,
,Sales Account,,,,58800.00 Cr
23-05-2026,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Sales,3598/2026-27,18097,
,Sales Account,,,,18097.00 Cr
23-05-2026,G.K.N - Industries,Sales,3599/2026-27,54166,
,Sales Account,,,,54166.00 Cr
23-05-2026,Choudhary Pashu Aahar  Parbatsar,Sales,3600/2026-27,97660,
,Sales Account,,,,97660.00 Cr
23-05-2026,J.S. Packers - Jaipur,Purchase,51,,2516
,Purchase Account,,,2132.00 Dr,
,CGST-Tax,,,192.00 Dr,
,SGST-Tax,,,192.00 Dr,
23-05-2026,DILIP UDYOUG,Purchase,52,,41430
,Purchase Account,,,41430.00 Dr,
24-05-2026,Ishwar and Company Surajpool,Sales,3601/2026-27,50588,
,Sales Account,,,,50588.00 Cr
25-05-2026,BUSINESS PROMOTION EXPENSES,Payment,171,44752,
,HDFC Bank,,,,44752.00 Cr
25-05-2026,Wages Expenses A/C,Payment,172,7600,
,Cash,,,,7600.00 Cr
25-05-2026,Office Expenses,Payment,173,2350,
,Cash,,,,2350.00 Cr
25-05-2026,Harsit Kotari,Receipt,248,,28000
,HDFC Bank,,,28000.00 Dr,
25-05-2026,M/s Arihant Traders,Receipt,249,,12470
,M/s Arihant Traders,,,,200.00 Cr
,HDFC Bank,,,12670.00 Dr,
25-05-2026,Ishwar and Company Surajpool,Receipt,250,,78750
,HDFC Bank,,,78750.00 Dr,
25-05-2026,Yasika Agro Feed Industries Merta City,Receipt,251,,40000
,HDFC Bank,,,40000.00 Dr,
25-05-2026,M Choudhry Trading Company - Jalpali,Receipt,252,,59600
,HDFC Bank,,,59600.00 Dr,
25-05-2026,Maa Karni Baat Bhander Sodala,Receipt,253,,9000
,Cash,,,9000.00 Dr,
25-05-2026,Ishwar and Company Surajpool,Receipt,254,,66150
,HDFC Bank,,,66150.00 Dr,
25-05-2026,Moti Ratan Trading Company Bhilwara,Receipt,255,,20000
,HDFC Bank,,,20000.00 Dr,
25-05-2026,Maa Karni Baat Bhander Sodala,Sales,3602/2026-27,22455,
,Sales Account,,,,22455.00 Cr
25-05-2026,Uttam Agencies Sambriya,Sales,3603/2026-27,55450,
,Sales Account,,,,55450.00 Cr
25-05-2026,M/s Arihant Traders,Sales,3604/2026-27,12670,
,Sales Account,,,,12670.00 Cr
25-05-2026,M/s Arihant Traders,Sales,3605/2026-27,282750,
,Sales Account,,,,282750.00 Cr
25-05-2026,S M Sales Corporation  Jaipur,Purchase,53,,40312
,Purchase Account,,,40312.00 Dr,
25-05-2026,Agersain Trading Company Sanganer,Purchase,54,,290178
,Purchase Account,,,290178.00 Dr,
25-05-2026,S.S.Indurest,Purchase,55,,256525
,Purchase Account,,,256525.00 Dr,
25-05-2026,Sehri Agro Oils Pvt Ltd  Kukar Kheda Mandi,Purchase,56,,16600
,Purchase Account,,,16600.00 Dr,
26-05-2026,Telephone Exp,Payment,174,1049,
,HDFC Bank,,,,1049.00 Cr
26-05-2026,Brokrage,Payment,175,2420,
,Punjab National Bank - New,,,,2420.00 Cr
26-05-2026,Wages Expenses A/C,Payment,176,7550,
,Cash,,,,7550.00 Cr
26-05-2026,Machinery Reparing,Payment,177,1640,
,Cash,,,,1640.00 Cr
26-05-2026,Maa Karni Baat Bhander Sodala,Receipt,256,,9000
,Cash,,,9000.00 Dr,
26-05-2026,G.K.N - Industries,Receipt,257,,50000
,HDFC Bank,,,50000.00 Dr,
26-05-2026,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Receipt,258,,23450
,HDFC Bank,,,23450.00 Dr,
26-05-2026,Dinesh Baat Bhandar  (Dhabash),Sales,3606/2026-27,13875,
,Sales Account,,,,13875.00 Cr
27-05-2026,Wages Expenses A/C,Payment,178,7500,
,Cash,,,,7500.00 Cr
27-05-2026,Tour & Travel,Payment,179,1440,
,Cash,,,,1440.00 Cr
27-05-2026,Maa Karni Baat Bhander Sodala,Receipt,259,,4455
,Cash,,,4455.00 Dr,
27-05-2026,Dinesh Baat Bhandar  (Dhabash),Receipt,260,,26700
,HDFC Bank,,,26700.00 Dr,
27-05-2026,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Sales,3607/2026-27,18207,
,Sales Account,,,,18207.00 Cr
27-05-2026,M/////s Bhole Baba Traders Kaushambi Up,Purchase,57,,281082
,Purchase Account,,,281082.00 Dr,
27-05-2026,Jaipur Packers - Rajasthan,Purchase,58,,49303
,Purchase Account,,,41782.00 Dr,
,CGST-Tax,,,3760.50 Dr,
,SGST-Tax,,,3760.50 Dr,
28-05-2026,Wages Expenses A/C,Payment,180,6300,
,Cash,,,,6300.00 Cr
28-05-2026,Ishwar and Company Surajpool,Sales,3608/2026-27,88750,
,Sales Account,,,,88750.00 Cr
28-05-2026,DILIP UDYOUG,Purchase,59,,69052
,Purchase Account,,,69052.00 Dr,
28-05-2026,DILIP UDYOUG,Purchase,60,,41430
,Purchase Account,,,41430.00 Dr,
28-05-2026,Jhandewalas Foods Limited Jaipur,Purchase,61,,3679
,Purchase Account,,,3679.00 Dr,
28-05-2026,Nirmal Traders Gonda Up,Purchase,62,,842553
,Purchase Account,,,842553.00 Dr,
29-05-2026,Agersain Trading Company Sanganer,Payment,181,290178,
,HDFC Bank,,,,290178.00 Cr
29-05-2026,Agri Channel Overseas,Payment,182,592860,
,HDFC Bank,,,,592860.00 Cr
29-05-2026,BANK  EXPENSES- PNB BANK,Payment,183,17.41,
,Punjab National Bank - New,,,,17.41 Cr
29-05-2026,Madhukar Industries Jodhpur,Payment,184,142164,
,Punjab National Bank - New,,,,142164.00 Cr
29-05-2026,Ram Singh Rajawat,Payment,185,58069,
,Punjab National Bank - New,,,,58069.00 Cr
29-05-2026,S M Sales Corporation  Jaipur,Payment,186,40312,
,Punjab National Bank - New,,,,40312.00 Cr
29-05-2026,Wages Expenses A/C,Payment,187,7650,
,Cash,,,,7650.00 Cr
29-05-2026,Anjani Trading Company  -(Beawar),Receipt,261,,354841
,HDFC Bank,,,354841.00 Dr,
29-05-2026,Jain & Brothers - Muhana Mandi,Receipt,262,,64612
,HDFC Bank,,,64612.00 Dr,
29-05-2026,Nagarmal Pramod Kumar - Chidawa,Sales,3609/2026-27,47040,
,Sales Account,,,,47040.00 Cr
29-05-2026,"Kailash Chand Deen Dayal - Kasera, Shreemodhopur",Sales,3610/2026-27,61210,
,Sales Account,,,,61210.00 Cr
29-05-2026,Arihant  Kumar Rahul Kumar  Medta Seety - S,Sales,3611/2026-27,81270,
,Sales Account,,,,81270.00 Cr
29-05-2026,Yasika Agro Feed Industries Merta City,Sales,3612/2026-27,373930,
,Sales Account,,,,373930.00 Cr
30-05-2026,DILIP UDYOUG,Payment,188,41430,
,Punjab National Bank - New,,,,41430.00 Cr
30-05-2026,Car Loan - Hyrider,Payment,189,48357,
,Punjab National Bank - New,,,,48357.00 Cr
30-05-2026,Wages Expenses A/C,Payment,190,7550,
,Cash,,,,7550.00 Cr
30-05-2026,Convence Expensece,Payment,191,2400,
,Cash,,,,2400.00 Cr
30-05-2026,Ankit Trading Company Fulera,Receipt,263,,76338
,HDFC Bank,,,76338.00 Dr,
30-05-2026,Yasika Agro Feed Industries Merta City,Receipt,264,,120000
,HDFC Bank,,,120000.00 Dr,
30-05-2026,Prakash Enterprises - Phulera,Receipt,265,,69270
,HDFC Bank,,,69270.00 Dr,
30-05-2026,Shri Shyam Treding Company Khejroli,Receipt,266,,40750
,HDFC Bank,,,40750.00 Dr,
30-05-2026,Sadha Shiv Jyotiling Mahadav Mandir,Receipt,267,,58800
,HDFC Bank,,,58800.00 Dr,
30-05-2026,"Kailash Chand Deen Dayal - Kasera, Shreemodhopur",Receipt,268,,61210
,Punjab National Bank - New,,,61210.00 Dr,
30-05-2026,Ankit Trading Company Fulera,Sales,3613/2026-27,48035,
,Sales Account,,,,48035.00 Cr
31-05-2026,Babulal Ji Yadav - Mahaswas,Receipt,269,,69000
,HDFC Bank,,,69000.00 Dr,
01-06-2026,Sehri Agro Oils Pvt Ltd  Kukar Kheda Mandi,Payment,192,16600,
,Punjab National Bank - New,,,,16600.00 Cr
01-06-2026,M/////s Bhole Baba Traders Kaushambi Up,Payment,193,281082,
,HDFC Bank,,,,281082.00 Cr
01-06-2026,S.S.Indurest,Payment,194,256525,
,HDFC Bank,,,,256525.00 Cr
01-06-2026,Wages Expenses A/C,Payment,195,7650,
,Cash,,,,7650.00 Cr
01-06-2026,Tour & Travel,Payment,196,2200,
,Cash,,,,2200.00 Cr
01-06-2026,Convence Expensece,Payment,197,4519,
,Cash,,,,4519.00 Cr
01-06-2026,Nagarmal Pramod Kumar - Chidawa,Receipt,270,,47040
,Punjab National Bank - New,,,47040.00 Dr,
01-06-2026,Godha Enterprises (Hingoniya),Receipt,271,,92000
,HDFC Bank,,,92000.00 Dr,
01-06-2026,Mamraj Treding Company Khejroli,Receipt,272,,9500
,Cash,,,9500.00 Dr,
01-06-2026,Murlidhar Ji Yadav- Khejroli,Receipt,273,,9000
,Cash,,,9000.00 Dr,
01-06-2026,Rakesh Kirana Store - Khejroli,Receipt,274,,9000
,Cash,,,9000.00 Dr,
01-06-2026,Rajendra Kumar Pawan Kumar Fhagi,Sales,3614/2026-27,75160,
,Sales Account,,,,75160.00 Cr
01-06-2026,Deepak Trading Compay   Hingoniya,Sales,3617/2026-27,92000,
,Sales Account,,,,92000.00 Cr
01-06-2026,Balaji Packers - Jaipur,Purchase,63,,91166
,Purchase Account,,,77259.00 Dr,
,CGST-Tax,,,6953.50 Dr,
,SGST-Tax,,,6953.50 Dr,
02-06-2026,J.S. Packers - Jaipur,Payment,198,9900,
,Punjab National Bank - New,,,,9900.00 Cr
02-06-2026,DILIP UDYOUG,Payment,199,69052,
,Punjab National Bank - New,,,,69052.00 Cr
02-06-2026,Brokrage,Payment,200,890,
,HDFC Bank,,,,890.00 Cr
02-06-2026,Wages Expenses A/C,Payment,201,7750,
,Cash,,,,7750.00 Cr
02-06-2026,Tour & Travel,Payment,202,1000,
,Cash,,,,1000.00 Cr
02-06-2026,Shri Balaji Trading Company Kotputli,Receipt,275,,4455
,Shri Balaji Trading Company Kotputli,,,,500.00 Cr
,Shri Balaji Trading Company Kotputli,,,,56000.00 Cr
,HDFC Bank,,,60955.00 Dr,
02-06-2026,Balaji Indastrises  Didwana,Receipt,276,,121100
,HDFC Bank,,,121100.00 Dr,
02-06-2026,M/s Arihant Traders,Receipt,277,,50000
,HDFC Bank,,,50000.00 Dr,
02-06-2026,Jain & Brothers - Muhana Mandi,Receipt,278,,64612
,HDFC Bank,,,64612.00 Dr,
02-06-2026,Mehta Baat Bhandhar - GovindPura,Receipt,279,,57570
,HDFC Bank,,,57570.00 Dr,
02-06-2026,Maa Karni Baat Bhander Sodala,Receipt,280,,9500
,Cash,,,9500.00 Dr,
02-06-2026,Mamraj Treding Company Khejroli,Receipt,281,,9500
,Cash,,,9500.00 Dr,
02-06-2026,Murlidhar Ji Yadav- Khejroli,Receipt,282,,9000
,Cash,,,9000.00 Dr,
02-06-2026,Rakesh Kirana Store - Khejroli,Receipt,283,,9000
,Cash,,,9000.00 Dr,
02-06-2026,M M Trading Company - Khejroli,Sales,3618/2026-27,88375,
,Sales Account,,,,88375.00 Cr
02-06-2026,Maa Karni Baat Bhander Sodala,Sales,3619/2026-27,28090,
,Sales Account,,,,28090.00 Cr
02-06-2026,G.K.N - Industries,Sales,3620/2026-27,77380,
,Sales Account,,,,77380.00 Cr
02-06-2026,Shri Balaji Trading Company Kotputli,Sales,3621/2026-27,57550,
,Sales Account,,,,57550.00 Cr
02-06-2026,Shri Balaji Trading Company Kotputli,Sales,3622/2026-27,4455,
,Sales Account,,,,4455.00 Cr
02-06-2026,Jai Shanker Rice and  Gen Mill,Purchase,64,,723675
,Purchase Account,,,723675.00 Dr,
03-06-2026,Wages Expenses A/C,Payment,203,7550,
,Cash,,,,7550.00 Cr
03-06-2026,Tour & Travel,Payment,204,3140,
,Cash,,,,3140.00 Cr
03-06-2026,Choudhary Pashu Aahar  Parbatsar,Receipt,284,,27065
,HDFC Bank,,,27065.00 Dr,
03-06-2026,Rajendra Kumar Pawan Kumar Fhagi,Receipt,285,,75160
,HDFC Bank,,,75160.00 Dr,
03-06-2026,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Receipt,286,,18097
,HDFC Bank,,,18097.00 Dr,
03-06-2026,Maa Karni Baat Bhander Sodala,Receipt,287,,9500
,Cash,,,9500.00 Dr,
03-06-2026,Mamraj Treding Company Khejroli,Receipt,288,,9500
,Cash,,,9500.00 Dr,
03-06-2026,Murlidhar Ji Yadav- Khejroli,Receipt,289,,9000
,Cash,,,9000.00 Dr,
03-06-2026,Rakesh Kirana Store - Khejroli,Receipt,290,,9000
,Cash,,,9000.00 Dr,
03-06-2026,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Sales,3623/2026-27,18078,
,Sales Account,,,,18078.00 Cr
03-06-2026,Dugya Cattle Feed - Muhana,Sales,3624/2026-27,71250,
,Sales Account,,,,71250.00 Cr
03-06-2026,Goyal Treders Fhagi,Sales,3625/2026-27,92070,
,Sales Account,,,,92070.00 Cr
03-06-2026,Nath Solvent Extractions Pvt Ltd Haryana,Purchase,65,,892540
,Purchase Account,,,850039.00 Dr,
,IGST-Tax,,,42501.00 Dr,
04-06-2026,Convence Expensece,Payment,205,3000,
,Cash,,,,3000.00 Cr
04-06-2026,Wages Expenses A/C,Payment,206,7600,
,Cash,,,,7600.00 Cr
04-06-2026,PRABHA MAHILA KISSAN PRODUSER KHANDER,Receipt,291,,50000
,HDFC Bank,,,50000.00 Dr,
04-06-2026,Dugya Cattle Feed - Muhana,Receipt,292,,76750
,HDFC Bank,,,76750.00 Dr,
04-06-2026,Maa Karni Baat Bhander Sodala,Receipt,293,,9090
,Cash,,,9090.00 Dr,
04-06-2026,Mamraj Treding Company Khejroli,Receipt,294,,9500
,Cash,,,9500.00 Dr,
04-06-2026,Murlidhar Ji Yadav- Khejroli,Receipt,295,,8000
,Cash,,,8000.00 Dr,
04-06-2026,Maruti Trading Company Kalwar,Sales,3626/2026-27,49275,
,Sales Account,,,,49275.00 Cr
04-06-2026,Rakesh Kirana Store - Khejroli,Sales,3627/2026-27,37265,
,Sales Account,,,,37265.00 Cr
04-06-2026,Jain & Brothers - Muhana Mandi,Sales,3628/2026-27,73452,
,Sales Account,,,,73452.00 Cr
04-06-2026,Jain & Brothers - Muhana Mandi,Sales,3629/2026-27,71864,
,Sales Account,,,,71864.00 Cr
05-06-2026,Jhandewalas Foods Limited Jaipur,Payment,207,3679,
,Punjab National Bank - New,,,,3679.00 Cr
05-06-2026,Jai Shanker Rice and  Gen Mill,Payment,208,723675,
,HDFC Bank,,,,723675.00 Cr
05-06-2026,Office Expenses,Payment,209,1990,
,Cash,,,,1990.00 Cr
05-06-2026,Machinery Reparing,Payment,210,1610,
,Cash,,,,1610.00 Cr
05-06-2026,Wages Expenses A/C,Payment,211,7600,
,Cash,,,,7600.00 Cr
05-06-2026,Mamraj Treding Company Khejroli,Receipt,296,,9500
,Cash,,,9500.00 Dr,
05-06-2026,Rakesh Kirana Store - Khejroli,Receipt,297,,9000
,Cash,,,9000.00 Dr,
05-06-2026,Khandelwal Kirana  Store - Nindar,Receipt,298,,9500
,Cash,,,9500.00 Dr,
05-06-2026,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Receipt,299,,18207
,HDFC Bank,,,18207.00 Dr,
05-06-2026,Ganesh Pashuahar Chaksu,Receipt,300,,200000
,HDFC Bank,,,200000.00 Dr,
05-06-2026,Krishna Baat Bhandhar- Sirsi Mode,Sales,3630/2026-27,28140,
,Sales Account,,,,28140.00 Cr
05-06-2026,Shiv Trading Comnay Vatika,Sales,3631/2026-27,86180,
,Sales Account,,,,86180.00 Cr
05-06-2026,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Sales,3632/2026-27,19071,
,Sales Account,,,,19071.00 Cr
06-06-2026,Printing & Stationary,Payment,212,2430,
,Cash,,,,2430.00 Cr
06-06-2026,Wages Expenses A/C,Payment,213,7500,
,Cash,,,,7500.00 Cr
06-06-2026,Arihant  Kumar Rahul Kumar  Medta Seety - S,Receipt,301,,79688
,HDFC Bank,,,79688.00 Dr,
06-06-2026,Arihant  Kumar Rahul Kumar  Medta Seety - S,Receipt,302,,242155
,HDFC Bank,,,242155.00 Dr,
06-06-2026,SHRI BALAJI ENTERPRISES-TIGARIYA,Receipt,303,,70000
,HDFC Bank,,,70000.00 Dr,
06-06-2026,M/s Arihant Traders,Receipt,304,,50000
,HDFC Bank,,,50000.00 Dr,
06-06-2026,Mamraj Treding Company Khejroli,Receipt,305,,9500
,Cash,,,9500.00 Dr,
06-06-2026,Rakesh Kirana Store - Khejroli,Receipt,306,,1925
,Cash,,,1925.00 Dr,
06-06-2026,Khandelwal Kirana  Store - Nindar,Receipt,307,,9500
,Cash,,,9500.00 Dr,
06-06-2026,Discount Given,Journal,1,2628,
,Arihant  Kumar Rahul Kumar  Medta Seety - S,,,,2628.00 Cr
06-06-2026,SHRI BALAJI ENTERPRISES-TIGARIYA,Sales,3633/2026-27,73322,
,Sales Account,,,,73322.00 Cr
06-06-2026,Ganesh Pashuahar Chaksu,Sales,3634/2026-27,121945,
,Sales Account,,,,121945.00 Cr
06-06-2026,Ishwar and Company Surajpool,Sales,3635/2026-27,88750,
,Sales Account,,,,88750.00 Cr
06-06-2026,M R Indestrees Jaipur,Purchase,66,,36432
,Purchase Account,,,36432.00 Dr,
06-06-2026,Bina Enterprises - Jaipur,Purchase,67,,163508
,Purchase Account,,,163508.00 Dr,
07-06-2026,Khandelwal Kirana  Store - Nindar,Receipt,308,,9500
,Cash,,,9500.00 Dr,
08-06-2026,Convence Expensece,Payment,214,2000,
,Cash,,,,2000.00 Cr
08-06-2026,Wages Expenses A/C,Payment,215,7600,
,Cash,,,,7600.00 Cr
08-06-2026,Nilesh Kumar Khandelwal,Payment,216,9500,
,Vijay Kumar Khandelwal,,,9500.00 Dr,
,Priyanka Devi Khandelwal,,,9500.00 Dr,
,Vishnu Gupta,,,9500.00 Dr,
,Nitesh,,,9500.00 Dr,
,Pradeep Kumar Gupta,,,9500.00 Dr,
,Raju Lal Ji,,,9500.00 Dr,
,Raju Mistri,,,9500.00 Dr,
,Cash,,,,76000.00 Cr
08-06-2026,Shri Hari Shanker Khandelwal,Payment,217,9000,
,Cash,,,,9000.00 Cr
08-06-2026,Yasika Agro Feed Industries Merta City,Receipt,309,,90000
,HDFC Bank,,,90000.00 Dr,
08-06-2026,Khandelwal Kirana  Store - Nindar,Receipt,310,,3100
,Cash,,,3100.00 Dr,
08-06-2026,Maa Karni Baat Bhander Sodala,Receipt,311,,9000
,Cash,,,9000.00 Dr,
09-06-2026,DILIP UDYOUG,Payment,218,41430,
,Punjab National Bank - New,,,,41430.00 Cr
09-06-2026,Electricity and Water Expenses,Payment,219,86641,
,HDFC Bank,,,,86641.00 Cr
09-06-2026,Nirmal Traders Gonda Up,Payment,220,839201,
,HDFC Bank,,,,839201.00 Cr
09-06-2026,Tour & Travel,Payment,221,4000,
,Cash,,,,4000.00 Cr
09-06-2026,Wages Expenses A/C,Payment,222,7550,
,Cash,,,,7550.00 Cr
09-06-2026,Nilesh Kumar Khandelwal,Payment,223,9500,
,Vijay Kumar Khandelwal,,,9500.00 Dr,
,Priyanka Devi Khandelwal,,,8000.00 Dr,
,Pradeep Kumar Gupta,,,8500.00 Dr,
,Raju Lal Gupta,,,4500.00 Dr,
,Vishnu Gupta,,,9500.00 Dr,
,Nitesh,,,9500.00 Dr,
,Raju Mistri,,,8000.00 Dr,
,Cash,,,,67000.00 Cr
09-06-2026,Shri Govind Yadav Hirapura,Payment,224,26675,
,HDFC Bank,,,,26675.00 Cr
09-06-2026,Mamraj Treding Company Khejroli,Receipt,312,,9500
,Cash,,,9500.00 Dr,
09-06-2026,Maa Karni Baat Bhander Sodala,Receipt,313,,9000
,Cash,,,9000.00 Dr,
09-06-2026,Ishwar and Company Surajpool,Receipt,314,,94500
,HDFC Bank,,,94500.00 Dr,
09-06-2026,Uttam Agencies Sambriya,Receipt,315,,21100
,Uttam Agencies Sambriya,,,,18695.00 Cr
,Punjab National Bank - New,,,39795.00 Dr,
09-06-2026,"Kailash Chand Deen Dayal - Kasera, Shreemodhopur",Sales,3637/2026-27,61060,
,Sales Account,,,,61060.00 Cr
09-06-2026,Maa Karni Baat Bhander Sodala,Sales,3636/2026-27,20280,
,Sales Account,,,,20280.00 Cr
10-06-2026,M R Indestrees Jaipur,Payment,225,36432,
,HDFC Bank,,,,36432.00 Cr
10-06-2026,Fright Exp,Payment,226,49000,
,HDFC Bank,,,,49000.00 Cr
10-06-2026,Tour & Travel,Payment,227,2060,
,Cash,,,,2060.00 Cr
10-06-2026,Office Expenses,Payment,228,2340,
,Cash,,,,2340.00 Cr
10-06-2026,Wages Expenses A/C,Payment,229,7650,
,Cash,,,,7650.00 Cr
10-06-2026,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Receipt,316,,18978
,HDFC Bank,,,18978.00 Dr,
10-06-2026,Mamraj Treding Company Khejroli,Receipt,317,,9500
,Cash,,,9500.00 Dr,
10-06-2026,Ankit Trading Company Fulera,Receipt,318,,72543
,HDFC Bank,,,72543.00 Dr,
10-06-2026,Maa Karni Baat Bhander Sodala,Receipt,319,,2280
,Cash,,,2280.00 Dr,
10-06-2026,Manish Trandig Company,Receipt,320,,9500
,Cash,,,9500.00 Dr,
10-06-2026,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Sales,3638/2026-27,13987,
,Sales Account,,,,13987.00 Cr
10-06-2026,Ishwar and Company Surajpool,Sales,3639/2026-27,110937,
,Sales Account,,,,110937.00 Cr
10-06-2026,Balaji Trading  Company  - Lalshot,Sales,3640/2026-27,82272,
,Sales Account,,,,82272.00 Cr
10-06-2026,G.K.N - Industries,Sales,3641/2026-27,51925,
,Sales Account,,,,51925.00 Cr
10-06-2026,J.S. Packers - Jaipur,Purchase,68,,31435
,Purchase Account,,,26640.00 Dr,
,CGST-Tax,,,2397.50 Dr,
,SGST-Tax,,,2397.50 Dr,
11-06-2026,Office Expenses,Payment,230,1150,
,Cash,,,,1150.00 Cr
11-06-2026,Machinery Reparing,Payment,231,2660,
,Cash,,,,2660.00 Cr
11-06-2026,Wages Expenses A/C,Payment,232,7600,
,Cash,,,,7600.00 Cr
11-06-2026,Mamraj Treding Company Khejroli,Receipt,321,,2750
,Cash,,,2750.00 Dr,
11-06-2026,Jain & Brothers - Muhana Mandi,Receipt,322,,69128
,HDFC Bank,,,69128.00 Dr,
11-06-2026,Balaji Trading  Company  - Lalshot,Receipt,323,,82272
,HDFC Bank,,,82272.00 Dr,
11-06-2026,Manish Trandig Company,Receipt,324,,9500
,Cash,,,9500.00 Dr,
11-06-2026,Giriraj Enterprises - Kalu Ka Baas,Sales,3642/2026-27,69142,
,Sales Account,,,,69142.00 Cr
11-06-2026,PRABHA MAHILA KISSAN PRODUSER KHANDER,Sales,3643/2026-27,73500,
,Sales Account,,,,73500.00 Cr
12-06-2026,Convence Expensece,Payment,233,4000,
,Cash,,,,4000.00 Cr
12-06-2026,Wages Expenses A/C,Payment,234,7650,
,Cash,,,,7650.00 Cr
12-06-2026,Shri Chand Pasu Aahar Malpura,Receipt,325,,114660
,HDFC Bank,,,114660.00 Dr,
12-06-2026,Ishwar and Company Surajpool,Receipt,326,,78750
,HDFC Bank,,,78750.00 Dr,
12-06-2026,Ishwar and Company Surajpool,Receipt,327,,97500
,HDFC Bank,,,97500.00 Dr,
12-06-2026,M/s Arihant Traders,Receipt,328,,50000
,HDFC Bank,,,50000.00 Dr,
12-06-2026,Manish Trandig Company,Receipt,329,,9500
,Cash,,,9500.00 Dr,
12-06-2026,"Kailash Chand Deen Dayal - Kasera, Shreemodhopur",Receipt,330,,61060
,Punjab National Bank - New,,,61060.00 Dr,
12-06-2026,Ankit Trading Company Fulera,Sales,3644/2026-27,67258,
,Sales Account,,,,67258.00 Cr
12-06-2026,Mamraj and Company Khejroli,Sales,3645/2026-27,89250,
,Sales Account,,,,89250.00 Cr
12-06-2026,Pashupati Trading Company,Sales,3646/2026-27,55120,
,Sales Account,,,,55120.00 Cr
13-06-2026,Wages Expenses A/C,Payment,235,7500,
,Cash,,,,7500.00 Cr
13-06-2026,Tour & Travel,Payment,236,2840,
,Cash,,,,2840.00 Cr
13-06-2026,Choudhary Pashu Aahar  Parbatsar,Receipt,331,,50000
,HDFC Bank,,,50000.00 Dr,
13-06-2026,Pashupati Trading Company,Receipt,332,,67375
,Punjab National Bank - New,,,67375.00 Dr,
13-06-2026,Shiv Shanker Baat Bhandhar - Ramkutiya,Receipt,333,,9000
,Cash,,,9000.00 Dr,
13-06-2026,Manish Trandig Company,Receipt,334,,9500
,Cash,,,9500.00 Dr,
13-06-2026,Ankit Trading Company Fulera,Sales,3647/2026-27,5947,
,Sales Account,,,,5947.00 Cr
13-06-2026,Nagarmal Pramod Kumar - Chidawa,Sales,3648/2026-27,47040,
,Sales Account,,,,47040.00 Cr
14-06-2026,Nagarmal Pramod Kumar - Chidawa,Receipt,335,,47040
,Punjab National Bank - New,,,47040.00 Dr,
15-06-2026,Ajay Kumar,Payment,237,10000,
,HDFC Bank,,,,10000.00 Cr
15-06-2026,Nath Solvent Extractions Pvt Ltd Haryana,Payment,238,860315,
,HDFC Bank,,,,860315.00 Cr
15-06-2026,Nirmal Traders Gonda Up,Payment,239,3480,
,HDFC Bank,,,,3480.00 Cr
15-06-2026,Convence Expensece,Payment,240,2200,
,Cash,,,,2200.00 Cr
15-06-2026,Wages Expenses A/C,Payment,241,7650,
,Cash,,,,7650.00 Cr
15-06-2026,Jain & Brothers - Muhana Mandi,Receipt,336,,67964
,HDFC Bank,,,67964.00 Dr,
15-06-2026,Shiv Shanker Baat Bhandhar - Ramkutiya,Receipt,337,,9000
,Cash,,,9000.00 Dr,
15-06-2026,Manish Trandig Company,Receipt,338,,9500
,Cash,,,9500.00 Dr,
15-06-2026,Vishnu Dairy Lalchandpura,Receipt,339,,9500
,Cash,,,9500.00 Dr,
15-06-2026,Ankit Trading Company Fulera,Receipt,340,,46058
,HDFC Bank,,,46058.00 Dr,
